cores,shift,branch,star,stickiness,seed,id 25,id 50,id 75,id 90,id 95,id 99
100,1,0.1,0.2,0.2,0,2,4,10,19,27,55
100,1,0.1,0.2,0.3,0,2,5,11,20,28,57
100,1,0.1,0.2,0.4,0,2,5,12,22,30,60
100,1,0.1,0.2,0.5,0,2,5,13,24,33,63
100,1,0.1,0.2,0.6,0,2,5,14,26,36,66
100,1,0.1,0.2,0.7,0,2,6,15,27,38,67
100,1,0.1,0.2,0.8,0,2,6,15,28,39,68
100,1,0.1,0.2,0.9,0,2,5,14,28,39,67
100,1,0.1,0.2,1,0,2,5,14,27,38,67
100,1,0.1,0.4,0,0,2,4,8,16,24,52
100,1,0.1,0.4,0.1,0,2,4,8,17,25,54
100,1,0.1,0.4,0.2,0,2,4,9,18,26,56
100,1,0.1,0.4,0.3,0,2,5,10,20,28,59
100,1,0.1,0.4,0.4,0,2,5,11,21,31,62
100,1,0.1,0.4,0.5,0,3,6,13,23,33,65
100,1,0.1,0.4,0.6,0,3,7,14,26,36,67
100,1,0.1,0.4,0.7,0,3,7,15,27,38,69
100,1,0.1,0.4,0.8,0,3,7,15,28,39,69
100,1,0.1,0.4,0.9,0,2,6,15,28,40,69
100,1,0.1,0.4,1,0,3,7,16,28,40,69
100,1,0.1,0.6,0,0,2,3,7,17,24,54
100,1,0.1,0.6,0.1,0,2,4,8,18,25,55
100,1,0.1,0.6,0.2,0,2,4,9,19,27,57
100,1,0.1,0.6,0.3,0,2,4,10,20,28,60
100,1,0.1,0.6,0.4,0,2,5,12,22,31,63
100,1,0.1,0.6,0.5,0,3,6,13,24,34,66
100,1,0.1,0.6,0.6,0,3,7,15,26,37,68
100,1,0.1,0.6,0.7,0,3,7,16,27,39,70
100,1,0.1,0.6,0.8,0,3,7,16,28,40,70
100,1,0.1,0.6,0.9,0,3,7,16,29,40,70
100,1,0.1,0.6,1,0,3,7,17,29,40,70
100,1,0.1,0.8,0,0,2,3,6,16,24,53
100,1,0.1,0.8,0.1,0,2,3,7,17,25,55
100,1,0.1,0.8,0.2,0,2,4,8,18,26,57
100,1,0.1,0.8,0.3,0,2,4,9,20,28,60
100,1,0.1,0.8,0.4,0,2,5,11,21,30,63
100,1,0.1,0.8,0.5,0,3,5,13,23,33,66
100,1,0.1,0.8,0.6,0,3,7,14,25,36,69
100,1,0.1,0.8,0.7,0,3,7,16,27,39,70
100,1,0.1,0.8,0.8,0,3,8,16,28,40,70
100,1,0.1,0.8,0.9,0,3,8,16,29,40,70
100,1,0.1,0.8,1,0,3,8,17,29,40,71
100,1,0.1,1,0,0,2,3,6,15,23,52
100,1,0.1,1,0.1,0,2,3,6,16,23,54
100,1,0.1,1,0.2,0,2,3,7,17,25,56
100,1,0.1,1,0.3,0,2,4,8,18,27,59
100,1,0.1,1,0.4,0,2,4,10,20,29,62
100,1,0.1,1,0.5,0,2,5,12,22,32,65
100,1,0.1,1,0.6,0,3,6,14,24,35,68
100,1,0.1,1,0.7,0,3,7,15,26,37,70
100,1,0.1,1,0.8,0,3,7,16,27,39,70
100,1,0.1,1,0.9,0,3,7,16,28,39,69
100,1,0.1,1,1,0,3,7,16,28,39,70
100,1,0.15,0,0,0,2,4,8,17,25,52
100,1,0.15,0,0.1,0,2,4,9,18,26,54
100,1,0.15,0,0.2,0,2,5,9,18,27,56
100,1,0.15,0,0.3,0,2,5,10,20,29,58
100,1,0.15,0,0.4,0,2,5,11,21,31,60
100,1,0.15,0,0.5,0,2,6,12,22,32,62
100,1,0.15,0,0.6,0,2,6,13,24,34,64
100,1,0.15,0,0.7,0,2,6,13,25,35,65
100,1,0.15,0,0.8,0,2,5,13,25,36,66
100,1,0.15,0,0.9,0,2,5,13,25,36,66
100,1,0.15,0,1,0,2,6,13,26,37,66
100,1,0.15,0.2,0,0,2,4,8,17,24,52
100,1,0.15,0.2,0.1,0,2,4,9,17,25,54
100,1,0.15,0.2,0.2,0,2,4,9,18,26,56
100,1,0.15,0.2,0.3,0,2,4,10,20,28,58
100,1,0.15,0.2,0.4,0,2,5,11,21,30,61
100,1,0.15,0.2,0.5,0,3,6,12,22,32,63
100,1,0.15,0.2,0.6,0,3,6,13,24,34,65
100,1,0.15,0.2,0.7,0,3,6,13,25,35,65
100,1,0.15,0.2,0.8,0,2,6,13,25,36,65
100,1,0.15,0.2,0.9,0,2,5,13,25,36,65
100,1,0.15,0.2,1,0,2,6,13,25,35,65
100,1,0.15,0.4,0,0,2,3,7,15,23,52
100,1,0.15,0.4,0.1,0,2,3,7,16,24,53
100,1,0.15,0.4,0.2,0,2,4,8,17,25,55
100,1,0.15,0.4,0.3,0,2,4,9,19,27,58
100,1,0.15,0.4,0.4,0,2,4,10,20,29,61
100,1,0.15,0.4,0.5,0,2,5,12,21,31,63
100,1,0.15,0.4,0.6,0,3,6,13,23,33,65
100,1,0.15,0.4,0.7,0,2,6,13,24,34,66
100,1,0.15,0.4,0.8,0,2,6,13,24,35,66
100,1,0.15,0.4,0.9,0,2,5,13,24,35,66
100,1,0.15,0.4,1,0,3,6,14,25,36,67
100,1,0.15,0.6,0,0,1,3,6,15,23,52
100,1,0.15,0.6,0.1,0,2,3,7,16,24,54
100,1,0.15,0.6,0.2,0,2,3,7,17,25,56
100,1,0.15,0.6,0.3,0,2,4,8,18,26,58
100,1,0.15,0.6,0.4,0,2,4,10,20,29,61
100,1,0.15,0.6,0.5,0,2,5,11,21,31,64
100,1,0.15,0.6,0.6,0,3,6,13,23,33,66
100,1,0.15,0.6,0.7,0,3,6,14,24,35,67
100,1,0.15,0.6,0.8,0,3,7,15,25,36,68
100,1,0.15,0.6,0.9,0,3,7,15,25,37,68
100,1,0.15,0.6,1,0,3,7,14,26,37,68
100,1,0.15,0.8,0,0,1,3,5,14,22,51
100,1,0.15,0.8,0.1,0,1,3,6,15,22,53
100,1,0.15,0.8,0.2,0,2,3,7,16,24,55
100,1,0.15,0.8,0.3,0,2,4,7,17,25,57
100,1,0.15,0.8,0.4,0,2,4,9,19,27,60
100,1,0.15,0.8,0.5,0,2,4,10,20,30,63
100,1,0.15,0.8,0.6,0,2,5,12,22,32,65
100,1,0.15,0.8,0.7,0,3,6,13,23,34,66
100,1,0.15,0.8,0.8,0,3,6,14,24,34,67
100,1,0.15,0.8,0.9,0,3,6,14,24,35,66
100,1,0.15,0.8,1,0,3,6,13,24,35,67
100,1,0.15,1,0,0,1,3,5,13,21,50
100,1,0.15,1,0.1,0,1,3,5,14,22,52
100,1,0.15,1,0.2,0,1,3,6,15,23,54
100,1,0.15,1,0.3,0,2,3,7,16,24,56
100,1,0.15,1,0.4,0,2,4,8,18,26,59
100,1,0.15,1,0.5,0,2,4,10,20,29,62
100,1,0.15,1,0.6,0,2,5,11,21,31,65
100,1,0.15,1,0.7,0,3,5,12,23,33,66
100,1,0.15,1,0.8,0,3,6,13,23,34,67
100,1,0.15,1,0.9,0,3,6,13,24,34,67
100,1,0.15,1,1,0,2,5,13,24,35,67
100,1,0.2,0,0,0,2,3,7,17,24,53
100,1,0.2,0,0.1,0,2,3,8,18,25,54
100,1,0.2,0,0.2,0,2,4,8,19,27,56
100,1,0.2,0,0.3,0,2,4,10,20,28,58
100,1,0.2,0,0.4,0,2,4,11,21,30,60
100,1,0.2,0,0.5,0,2,5,12,22,32,63
100,1,0.2,0,0.6,0,2,5,13,24,34,64
100,1,0.2,0,0.7,0,2,6,13,25,36,66
100,1,0.2,0,0.8,0,2,6,14,26,36,66
100,1,0.2,0,0.9,0,2,6,14,26,37,67
100,1,0.2,0,1,0,2,6,14,26,37,67
100,1,0.2,0.2,0,0,2,4,7,16,24,53
100,1,0.2,0.2,0.1,0,2,4,8,17,25,54
100,1,0.2,0.2,0.2,0,2,4,9,18,26,56
100,1,0.2,0.2,0.3,0,2,4,9,19,28,58
100,1,0.2,0.2,0.4,0,2,5,10,21,30,61
100,1,0.2,0.2,0.5,0,2,5,12,22,32,63
100,1,0.2,0.2,0.6,0,3,6,13,23,34,65
100,1,0.2,0.2,0.7,0,3,6,14,25,35,67
100,1,0.2,0.2,0.8,0,3,7,14,26,36,67
100,1,0.2,0.2,0.9,0,3,7,15,26,36,68
100,1,0.2,0.2,1,0,3,7,14,25,36,66
100,1,0.2,0.4,0,0,2,3,6,15,22,51
100,1,0.2,0.4,0.1,0,2,3,7,16,23,53
100,1,0.2,0.4,0.2,0,2,3,7,17,25,55
100,1,0.2,0.4,0.3,0,2,4,8,18,26,57
100,1,0.2,0.4,0.4,0,2,4,9,19,28,60
100,1,0.2,0.4,0.5,0,2,5,11,21,30,62
100,1,0.2,0.4,0.6,0,3,5,12,22,32,64
100,1,0.2,0.4,0.7,0,3,6,13,23,33,65
100,1,0.2,0.4,0.8,0,3,6,13,24,34,66
100,1,0.2,0.4,0.9,0,3,7,14,24,35,66
100,1,0.2,0.4,1,0,3,6,13,24,35,66
100,1,0.2,0.6,0,0,1,3,5,14,22,51
100,1,0.2,0.6,0.1,0,1,3,6,15,23,53
100,1,0.2,0.6,0.2,0,2,3,6,16,24,55
100,1,0.2,0.6,0.3,0,2,4,7,17,25,57
100,1,0.2,0.6,0.4,0,2,4,8,19,27,60
100,1,0.2,0.6,0.5,0,2,4,10,20,29,62
100,1,0.2,0.6,0.6,0,2,5,11,22,31,64
100,1,0.2,0.6,0.7,0,3,5,12,23,32,66
100,1,0.2,0.6,0.8,0,3,6,13,23,33,66
100,1,0.2,0.6,0.9,0,3,6,13,23,33,66
100,1,0.2,0.6,1,0,2,5,13,23,34,66
100,1,0.2,0.8,0,0,1,3,5,13,21,50
100,1,0.2,0.8,0.1,0,1,3,5,14,22,52
100,1,0.2,0.8,0.2,0,1,3,6,15,23,54
100,1,0.2,0.8,0.3,0,2,3,7,16,24,56
100,1,0.2,0.8,0.4,0,2,4,8,18,26,59
100,1,0.2,0.8,0.5,0,2,4,9,19,28,61
100,1,0.2,0.8,0.6,0,2,4,10,21,30,64
100,1,0.2,0.8,0.7,0,2,5,11,22,31,65
100,1,0.2,0.8,0.8,0,2,5,12,22,32,66
100,1,0.2,0.8,0.9,0,2,5,13,23,33,66
100,1,0.2,0.8,1,0,2,5,11,22,32,65
100,1,0.2,1,0,0,1,3,5,12,20,49
100,1,0.2,1,0.1,0,1,3,5,13,21,50
100,1,0.2,1,0.2,0,1,3,5,14,22,52
100,1,0.2,1,0.3,0,1,3,6,15,23,55
100,1,0.2,1,0.4,0,2,3,7,17,25,57
100,1,0.2,1,0.5,0,2,4,8,18,27,60
100,1,0.2,1,0.6,0,2,4,9,20,29,63
100,1,0.2,1,0.7,0,2,4,10,21,30,64
100,1,0.2,1,0.8,0,2,5,11,22,31,65
100,1,0.2,1,0.9,0,2,5,12,22,32,65
100,1,0.2,1,1,0,2,5,11,22,31,64
100,1,0.25,0,0,0,2,3,7,15,23,50
100,1,0.25,0,0.1,0,2,4,7,16,24,51
100,1,0.25,0,0.2,0,2,4,8,17,25,53
100,1,0.25,0,0.3,0,2,4,9,18,26,55
100,1,0.25,0,0.4,0,2,4,9,19,28,57
100,1,0.25,0,0.5,0,2,5,10,20,30,60
100,1,0.25,0,0.6,0,2,5,11,21,32,62
100,1,0.25,0,0.7,0,2,5,12,22,33,63
100,1,0.25,0,0.8,0,2,5,12,23,34,64
100,1,0.25,0,0.9,0,2,5,12,24,34,64
100,1,0.25,0,1,0,2,5,12,24,34,63
100,1,0.25,0.2,0,0,2,3,6,15,23,51
100,1,0.25,0.2,0.1,0,2,3,7,16,23,53
100,1,0.25,0.2,0.2,0,2,4,7,17,25,55
100,1,0.25,0.2,0.3,0,2,4,8,18,26,57
100,1,0.25,0.2,0.4,0,2,4,9,19,28,59
100,1,0.25,0.2,0.5,0,2,4,10,20,30,62
100,1,0.25,0.2,0.6,0,2,5,11,21,32,64
100,1,0.25,0.2,0.7,0,2,5,11,22,33,65
100,1,0.25,0.2,0.8,0,2,5,12,23,34,66
100,1,0.25,0.2,0.9,0,2,5,12,23,34,66
100,1,0.25,0.2,1,0,2,5,13,23,34,65
100,1,0.25,0.4,0,0,1,3,5,13,21,49
100,1,0.25,0.4,0.1,0,2,3,5,14,21,50
100,1,0.25,0.4,0.2,0,2,3,6,15,22,52
100,1,0.25,0.4,0.3,0,2,3,6,16,24,54
100,1,0.25,0.4,0.4,0,2,3,7,17,25,57
100,1,0.25,0.4,0.5,0,2,4,8,18,27,59
100,1,0.25,0.4,0.6,0,2,4,9,20,29,62
100,1,0.25,0.4,0.7,0,2,4,10,21,31,63
100,1,0.25,0.4,0.8,0,2,5,11,21,31,63
100,1,0.25,0.4,0.9,0,2,5,11,22,32,63
100,1,0.25,0.4,1,0,2,5,11,22,32,64
100,1,0.25,0.6,0,0,1,3,5,13,21,50
100,1,0.25,0.6,0.1,0,1,3,5,14,21,51
100,1,0.25,0.6,0.2,0,1,3,6,15,22,53
100,1,0.25,0.6,0.3,0,2,3,6,16,24,55
100,1,0.25,0.6,0.4,0,2,3,7,17,25,58
100,1,0.25,0.6,0.5,0,2,4,8,18,27,60
100,1,0.25,0.6,0.6,0,2,4,9,20,29,62
100,1,0.25,0.6,0.7,0,2,4,10,20,30,63
100,1,0.25,0.6,0.8,0,2,5,11,21,31,64
100,1,0.25,0.6,0.9,0,2,5,11,21,31,64
100,1,0.25,0.6,1,0,2,4,11,22,31,64
100,1,0.25,0.8,0,0,1,3,5,12,20,48
100,1,0.25,0.8,0.1,0,1,3,5,13,21,50
100,1,0.25,0.8,0.2,0,1,3,5,14,21,52
100,1,0.25,0.8,0.3,0,1,3,6,15,23,54
100,1,0.25,0.8,0.4,0,2,3,6,16,24,57
100,1,0.25,0.8,0.5,0,2,4,7,17,26,59
100,1,0.25,0.8,0.6,0,2,4,8,19,27,61
100,1,0.25,0.8,0.7,0,2,4,9,20,29,62
100,1,0.25,0.8,0.8,0,2,4,10,20,30,63
100,1,0.25,0.8,0.9,0,2,4,10,21,30,63
100,1,0.25,0.8,1,0,2,4,10,20,30,63
100,1,0.25,1,0,0,1,2,4,11,19,47
100,1,0.25,1,0.1,0,1,3,4,12,20,49
100,1,0.25,1,0.2,0,1,3,5,13,21,50
100,1,0.25,1,0.3,0,1,3,5,14,22,53
100,1,0.25,1,0.4,0,1,3,6,15,23,55
100,1,0.25,1,0.5,0,2,3,7,17,25,58
100,1,0.25,1,0.6,0,2,4,8,18,26,60
100,1,0.25,1,0.7,0,2,4,9,19,28,62
100,1,0.25,1,0.8,0,2,4,9,19,29,62
100,1,0.25,1,0.9,0,2,4,9,20,29,62
100,1,0.25,1,1,0,2,4,9,20,29,62
100,1,0.3,0,0,0,2,3,7,15,23,51
100,1,0.3,0,0.1,0,2,3,7,16,23,52
100,1,0.3,0,0.2,0,2,4,8,17,24,54
100,1,0.3,0,0.3,0,2,4,9,18,25,55
100,1,0.3,0,0.4,0,2,4,9,19,27,57
100,1,0.3,0,0.5,0,2,5,10,20,28,59
100,1,0.3,0,0.6,0,2,5,11,20,30,61
100,1,0.3,0,0.7,0,2,5,11,21,31,62
100,1,0.3,0,0.8,0,2,5,11,22,31,62
100,1,0.3,0,0.9,0,2,5,11,22,32,63
100,1,0.3,0,1,0,2,5,11,21,31,60
100,1,0.3,0.2,0,0,1,3,6,14,21,49
100,1,0.3,0.2,0.1,0,1,3,6,14,22,51
100,1,0.3,0.2,0.2,0,1,3,6,15,23,52
100,1,0.3,0.2,0.3,0,2,3,7,16,24,53
100,1,0.3,0.2,0.4,0,2,3,8,17,25,55
100,1,0.3,0.2,0.5,0,2,4,9,18,27,58
100,1,0.3,0.2,0.6,0,2,4,10,19,28,60
100,1,0.3,0.2,0.7,0,2,5,11,21,30,61
100,1,0.3,0.2,0.8,0,2,5,11,21,30,62
100,1,0.3,0.2,0.9,0,2,5,12,21,31,62
100,1,0.3,0.2,1,0,1,4,10,20,29,60
100,1,0.3,0.4,0,0,1,3,5,13,21,49
100,1,0.3,0.4,0.1,0,1,3,6,14,21,50
100,1,0.3,0.4,0.2,0,2,3,6,15,22,52
100,1,0.3,0.4,0.3,0,2,3,7,16,23,54
100,1,0.3,0.4,0.4,0,2,3,7,17,25,56
100,1,0.3,0.4,0.5,0,2,4,8,18,26,58
100,1,0.3,0.4,0.6,0,2,4,9,19,28,60
100,1,0.3,0.4,0.7,0,2,4,10,20,29,61
100,1,0.3,0.4,0.8,0,2,5,10,20,29,62
100,1,0.3,0.4,0.9,0,2,5,11,21,30,62
100,1,0.3,0.4,1,0,2,4,10,20,29,61
100,1,0.3,0.6,0,0,1,3,5,13,20,49
100,1,0.3,0.6,0.1,0,1,3,5,13,21,50
100,1,0.3,0.6,0.2,0,1,3,5,14,21,52
100,1,0.3,0.6,0.3,0,1,3,6,15,22,53
100,1,0.3,0.6,0.4,0,2,3,7,16,24,56
100,1,0.3,0.6,0.5,0,2,4,7,17,25,58
100,1,0.3,0.6,0.6,0,2,4,8,18,27,60
100,1,0.3,0.6,0.7,0,2,4,9,19,28,61
100,1,0.3,0.6,0.8,0,2,4,9,20,28,62
100,1,0.3,0.6,0.9,0,2,4,10,20,29,62
100,1,0.3,0.6,1,0,2,4,9,20,29,61
100,1,0.3,0.8,0,0,1,2,4,12,19,47
100,1,0.3,0.8,0.1,0,1,3,5,12,20,49
100,1,0.3,0.8,0.2,0,1,3,5,13,21,50
100,1,0.3,0.8,0.3,0,1,3,5,14,22,52
100,1,0.3,0.8,0.4,0,1,3,6,15,23,54
100,1,0.3,0.8,0.5,0,2,3,7,16,24,57
100,1,0.3,0.8,0.6,0,2,4,7,17,25,58
100,1,0.3,0.8,0.7,0,2,4,8,18,26,60
100,1,0.3,0.8,0.8,0,2,4,8,19,27,60
100,1,0.3,0.8,0.9,0,2,4,9,19,27,61
100,1,0.3,0.8,1,0,2,4,8,19,27,60
100,1,0.3,1,0,0,1,2,4,11,18,46
100,1,0.3,1,0.1,0,1,2,4,11,19,47
100,1,0.3,1,0.2,0,1,3,5,12,20,49
100,1,0.3,1,0.3,0,1,3,5,13,21,50
100,1,0.3,1,0.4,0,1,3,5,14,22,53
100,1,0.3,1,0.5,0,1,3,6,15,23,55
100,1,0.3,1,0.6,0,2,3,7,16,24,57
100,1,0.3,1,0.7,0,2,4,7,17,25,58
100,1,0.3,1,0.8,0,2,4,7,18,26,59
100,1,0.3,1,0.9,0,2,4,8,18,26,59
100,1,0.3,1,1,0,2,4,7,18,26,59
100,1,0.35,0,0,0,2,3,6,14,21,47
100,1,0.35,0,0.1,0,2,3,7,15,21,48
100,1,0.35,0,0.2,0,2,3,7,15,22,49
100,1,0.35,0,0.3,0,2,4,7,16,23,51
100,1,0.35,0,0.4,0,2,4,8,17,24,52
100,1,0.35,0,0.5,0,2,4,8,17,25,54
100,1,0.35,0,0.6,0,1,3,9,18,26,55
100,1,0.35,0,0.7,0,1,3,9,19,27,57
100,1,0.35,0,0.8,0,1,3,9,19,28,58
100,1,0.35,0,0.9,0,1,3,10,20,28,59
100,1,0.35,0,1,0,2,4,10,20,29,59
100,1,0.35,0.2,0,0,1,3,5,13,20,47
100,1,0.35,0.2,0.1,0,1,3,6,13,21,48
100,1,0.35,0.2,0.2,0,1,3,6,14,22,49
100,1,0.35,0.2,0.3,0,1,3,6,15,22,50
100,1,0.35,0.2,0.4,0,1,3,7,16,23,52
100,1,0.35,0.2,0.5,0,1,3,7,17,24,54
100,1,0.35,0.2,0.6,0,1,3,7,17,25,55
100,1,0.35,0.2,0.7,0,1,3,8,18,26,56
100,1,0.35,0.2,0.8,0,1,3,8,19,27,57
100,1,0.35,0.2,0.9,0,1,3,9,19,27,57
100,1,0.35,0.2,1,0,1,3,8,18,27,57
100,1,0.35,0.4,0,0,1,3,5,13,21,48
